;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry;dst_center;vist_dist;trams_dist;cena_za_metr2
46;Mieszkania w zabudowie bliźniaczej przy Tynieckiej;Kraków , Dębniki;4 pokoje;540000.0;71.0;7606.0;https://www.otodom.pl/oferta/mieszkania-w-zabudowie-blizniaczej-przy-tynieckiej-ID44wIN.html#bcc2421ba9;2020-02-04 08:23:45.145497;budowie;Kraków, Kraków , Dębniki, budowie;Cmentarz komunalny w budowie, Dębniki, Kraków, województwo małopolskie, Polska;(50.0000448, 19.842410046602595, 0.0);50.0000448;19.842410046602595;0.0;POINT (560354.5138263865 237313.3267221069);9621;3694.8078275194957;3894.031327667092;7606.0
47;*Stare Dębniki* Kawalerka w odnowionej kamienicy!;Kraków , Dębniki;1 pokój;219000.0;15.21;14398.0;https://www.otodom.pl/oferta/stare-debniki-kawalerka-w-odnowionej-kamienicy-ID44wIv.html#bcc2421ba9;2020-02-04 08:23:45.146496;Dębnicki;Kraków, Kraków , Dębniki, Dębnicki;Park Dębnicki, Dębniki, Kraków, województwo małopolskie, Polska;(50.0495234, 19.91693092494888, 0.0);50.0495234;19.91693092494888;0.0;POINT (565626.040058322 242875.6318850024);1973;147.50905019145674;346.35659507003743;14398.0
48;2 pokojowe*po remoncie*ul. Spokojna;Kraków , Krowodrza;2 pokoje;572000.0;47.67;11999.0;https://www.otodom.pl/oferta/2-pokojowepo-remoncieul-spokojna-ID44wIu.html#bcc2421ba9;2020-02-04 08:23:45.146496;Spokojna;Kraków, Kraków , Krowodrza, Spokojna;Spokojna, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-054, Polska;(50.0690013, 19.9173355, 0.0);50.0690013;19.9173355;0.0;POINT (565628.4175093587 245040.9530339558);1723;1770.34520304457;356.65249559796973;11999.0
49;Dwupokojowe, po remoncie, z widokiem na Wawel;Kraków , Stare Miasto;2 pokoje;689000.0;77.0;8948.0;https://www.otodom.pl/oferta/dwupokojowe-po-remoncie-z-widokiem-na-wawel-ID42Wtu.html#bcc2421ba9;2020-02-04 08:23:45.146496;Wawelu;Kraków, Kraków , Stare Miasto, Wawelu;Bazylika archikatedralna pw. Świętych Stanisława i Wacława, 1, Zamek Królewski na Wawelu, Stare Miasto, Kraków, województwo małopolskie, 31-001, Polska;(50.05465045, 19.935455391368265, 0.0);50.05465045;19.935455391368265;0.0;POINT (566944.708477642 243461.9325701632);729;209.614606719462;283.44155971783204;8948.0
50;*Stare Dębniki* Kawalerka | Komórka i Balkon;Kraków , Dębniki;1 pokój;229000.0;15.21;15056.0;https://www.otodom.pl/oferta/stare-debniki-kawalerka-komorka-i-balkon-ID44wHL.html#bcc2421ba9;2020-02-04 08:23:45.146496;Dębnicki;Kraków, Kraków , Dębniki, Dębnicki;Park Dębnicki, Dębniki, Kraków, województwo małopolskie, Polska;(50.0495234, 19.91693092494888, 0.0);50.0495234;19.91693092494888;0.0;POINT (565626.040058322 242875.6318850024);1973;147.50905019145674;346.35659507003743;15000.0
51;Świeżo wykończone Mieszkanie 3 pokojowe Ruczaj.;Kraków , Dębniki, Ruczaj;3 pokoje;595000.0;52.48;11338.0;https://www.otodom.pl/oferta/swiezo-wykonczone-mieszkanie-3-pokojowe-ruczaj-ID44paB.html#e7b1ebfb0e;2020-02-04 08:23:45.868346;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241);4107;2081.2718460046985;635.6711627790163;11338.0
52;Mieszkanie, 84,95 m², Kraków;Kraków , Podgórze;2 pokoje;995000.0;84.95;11713.0;https://www.otodom.pl/oferta/mieszkanie-84-95-m-krakow-ID43jFE.html#e7b1ebfb0e;2020-02-04 08:23:45.868346;"""Kraków""";"Kraków, Kraków , Podgórze, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.03453270000001;19.9754459;0.0;POINT (569835.7166101226 241262.4502461329);3976;1929.7407419693795;161.26094241877416;11713.0
53;Kawalerka Stare Miasto, Lubicz, Topolowa;Kraków , Stare Miasto;1 pokój;421000.0;28.89;14573.0;https://www.otodom.pl/oferta/kawalerka-stare-miasto-lubicz-topolowa-ID41ZCg.html#e7b1ebfb0e;2020-02-04 08:23:45.868346;Lubicz;Kraków, Kraków , Stare Miasto, Lubicz;Lubicz, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-156, Polska;(50.0646181, 19.9449621, 0.0);50.0646181;19.9449621;0.0;POINT (567611.0227438222 244578.3936977992);639;1439.1021932694316;43.192446428414726;14573.0
54;Sprzedam Mieszkanie Kraków ul. Nowosądecka, 34 m2,;Kraków , Bieżanów-Prokocim;2 pokoje;335000.0;34.1;9824.0;https://www.otodom.pl/oferta/sprzedam-mieszkanie-krakow-ul-nowosadecka-34-m2-ID44wGK.html#e7b1ebfb0e;2020-02-04 08:23:45.868346;"""Kraków""";"Kraków, Kraków , Bieżanów-Prokocim, ""Kraków""";Kraków Bieżanów, Stacyjna, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-851, Polska;(50.0216944, 20.0292567, 0.0);50.0216944;20.0292567;0.0;POINT (573707.8040077245 239887.1503805425);7847;2752.061209853128;792.7099252041693;9824.0
55;Mieszkanie dwupoziomowe z garażem Kraków Wrocławsk;Kraków , Krowodrza;4 pokoje;759000.0;102.0;7441.0;https://www.otodom.pl/oferta/mieszkanie-dwupoziomowe-z-garazem-krakow-wroclawsk-ID44wGk.html#e7b1ebfb0e;2020-02-04 08:23:45.868346;"""Kraków""";"Kraków, Kraków , Krowodrza, ""Kraków""";Muzeum Historyczne Miasta Krakowa Ulica Pomorska, 2, Pomorska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-039, Polska;(50.0707757, 19.9248071, 0.0);50.07077570000001;19.9248071;0.0;POINT (566160.5045714349 245244.7674069274);1438;1786.519473198859;152.81512099794003;7441.0
56;2-pokojowy apartament, Wola Justowska, Ostatni!;Kraków , Zwierzyniec, Wola Justowska;2 pokoje;472900.0;39.34;12021.0;https://www.otodom.pl/oferta/2-pokojowy-apartament-wola-justowska-ostatni-ID44wFE.html#e7b1ebfb0e;2020-02-04 08:23:45.868346;Justowska;Kraków, Kraków , Zwierzyniec, Wola Justowska, Justowska;FUP Kraków 23, 238, Królowej Jadwigi, Zwierzyniec, Kraków, województwo małopolskie, 30-220, Polska;(50.0650619, 19.877649, 0.0);50.0650619;19.877649;0.0;POINT (562794.3317268024 244568.9814333031);4332;2372.3366226292233;1855.6753774539895;12021.0
57;ul. Łepkowskiego - mieszkanie 2 pokojwoe;Kraków , Prądnik Czerwony;2 pokoje;453800.0;56.73;7999.0;https://www.otodom.pl/oferta/ul-lepkowskiego-mieszkanie-2-pokojwoe-ID44wFe.html#e7b1ebfb0e;2020-02-04 08:23:45.868346;Łepkowskiego;Kraków, Kraków , Prądnik Czerwony, Łepkowskiego;Józefa Łepkowskiego, Prądnik Czerwony, Kraków, województwo małopolskie, 31-423, Polska;(50.0884147, 19.963569, 0.0);50.08841470000001;19.963569;0.0;POINT (568908.1881470648 247240.3867940214);3553;3511.2744142162605;1634.7631031298286;7999.0
58;4 pokoje z tarasem w Wiślane Tarasy 2.0;Kraków , Grzegórzki;4 pokoje;1220000.0;84.0;14524.0;https://www.otodom.pl/oferta/4-pokoje-z-tarasem-w-wislane-tarasy-2-0-ID44wEM.html#e7b1ebfb0e;2020-02-04 08:23:45.868346;Wiślana;Kraków, Kraków , Grzegórzki, Wiślana;Mierzeja Wiślana, Mały Płaszów, Podgórze, Kraków, województwo małopolskie, 30-716, Polska;(50.038134, 20.0042085, 0.0);50.038134;20.0042085;0.0;POINT (571889.5218590654 241689.9986086423);5368;859.5381344545566;289.27065938745534;14524.0
59;Mieszkanie, 26,50 m², Kraków;Kraków , Podgórze, Stare Podgórze;2 pokoje;374000.0;84.0;14113.0;https://www.otodom.pl/oferta/mieszkanie-26-50-m-krakow-ID44wEK.html#e7b1ebfb0e;2020-02-04 08:23:45.868346;"""Kraków""";"Kraków, Kraków , Podgórze, Stare Podgórze, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.03453270000001;19.9754459;0.0;POINT (569835.7166101226 241262.4502461329);3976;1929.7407419693795;161.26094241877416;14113.0
60;Mieszkanie, 83,57 m², Kraków;Kraków , Podgórze;4 pokoje;830000.0;83.57;9932.0;https://www.otodom.pl/oferta/mieszkanie-83-57-m-krakow-ID44wEI.html#e7b1ebfb0e;2020-02-04 08:23:45.868346;"""Kraków""";"Kraków, Kraków , Podgórze, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.03453270000001;19.9754459;0.0;POINT (569835.7166101226 241262.4502461329);3976;1929.7407419693795;161.26094241877416;9932.0
61;Gotowy produkt inwestycyjny/Stare Dębniki/ 34m2;Kraków , Dębniki, Stare Dębniki;2 pokoje;608600.0;34.0;17900.0;https://www.otodom.pl/oferta/gotowy-produkt-inwestycyjny-stare-debniki-34m2-ID44wE5.html#e7b1ebfb0e;2020-02-04 08:23:45.868346;Dębnicki;Kraków, Kraków , Dębniki, Stare Dębniki, Dębnicki;Park Dębnicki, Dębniki, Kraków, województwo małopolskie, Polska;(50.0495234, 19.91693092494888, 0.0);50.0495234;19.91693092494888;0.0;POINT (565626.040058322 242875.6318850024);1973;147.50905019145674;346.35659507003743;15000.0
62;Mieszkanie Białoruska Film!!;Kraków , Podgórze Duchackie;2 pokoje;430000.0;43.0;10000.0;https://www.otodom.pl/oferta/mieszkanie-bialoruska-film-ID44wDh.html#e7b1ebfb0e;2020-02-04 08:23:45.868346;Białoruska;Kraków, Kraków , Podgórze Duchackie, Białoruska;Białoruska, Wola Duchacka Wschód, Podgórze Duchackie, Kraków, województwo małopolskie, 30-659, Polska;(50.0175041, 19.9643902, 0.0);50.0175041;19.9643902;0.0;POINT (569068.6279685873 239359.4685880961);5191;3342.0279732955746;448.232741866449;10000.0
63;Grzegórzki | Wiślane Tarasy | 3 pok | m.post | Eng;Kraków , Grzegórzki;3 pokoje;760000.0;55.0;13818.0;https://www.otodom.pl/oferta/grzegorzki-wislane-tarasy-3-pok-m-post-eng-ID44qsn.html#51e2ab8c8f;2020-02-04 08:23:46.672298;Grzegórzeckie;Kraków, Kraków , Grzegórzki, Grzegórzeckie;Rondo Grzegórzeckie, Grzegórzecka, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31-539, Polska;(50.05760175, 19.957833465730346, 0.0);50.05760175;19.957833465730342;0.0;POINT (568541.9372308353 243810.2551311059);1465;532.1757339388414;8.926368849360403;13818.0
64;Mieszkanie, 39 m², Kraków;Kraków , Podgórze, Płaszów;1 pokój;372000.0;39.0;9538.0;https://www.otodom.pl/oferta/mieszkanie-39-m-krakow-ID44wCY.html#51e2ab8c8f;2020-02-04 08:23:46.673462;"""Kraków""";"Kraków, Kraków , Podgórze, Płaszów, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.03453270000001;19.9754459;0.0;POINT (569835.7166101226 241262.4502461329);3976;1929.7407419693795;161.26094241877416;9538.0
65;Mieszkanie, 52 m², Kraków;Kraków , Dębniki;2 pokoje;637000.0;52.0;12250.0;https://www.otodom.pl/oferta/mieszkanie-52-m-krakow-ID44wCX.html#51e2ab8c8f;2020-02-04 08:23:46.673462;"""Kraków""";"Kraków, Kraków , Dębniki, ""Kraków""";Kraków Sidzina, Topografów, Sidzina, Dębniki, Kraków, województwo małopolskie, 30-399, Polska;(49.9855309, 19.8746169, 0.0);49.9855309;19.8746169;0.0;POINT (562680.8089087415 235726.6111213788);9535;5855.212244920903;3754.3465494554416;12250.0
66;Mistrzejowice 3 pokoje do wejścia;Kraków , Mistrzejowice;3 pokoje;419000.0;59.1;7090.0;https://www.otodom.pl/oferta/mistrzejowice-3-pokoje-do-wejscia-ID44wBG.html#51e2ab8c8f;2020-02-04 08:23:46.673462;Mistrzejowicka;Kraków, Kraków , Mistrzejowice, Mistrzejowicka;Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-638, Polska;(50.094553, 20.0276976, 0.0);50.09455300000001;20.027697600000003;0.0;POINT (573484.7766830486 247983.7896609381);7409;4036.62232110354;669.849927117978;7090.0
67;Os. Urocze Nowa Huta, Mieszkanie 3 pokojowe.;Kraków , Nowa Huta;3 pokoje;500000.0;68.5;7299.0;https://www.otodom.pl/oferta/os-urocze-nowa-huta-mieszkanie-3-pokojowe-ID44wBE.html#51e2ab8c8f;2020-02-04 08:23:46.673462;Urocze;Kraków, Kraków , Nowa Huta, Urocze;Osiedle Urocze, Nowa Huta, Kraków, województwo małopolskie, Polska;(50.0775, 20.0366667, 0.0);50.0775;20.0366667;0.0;POINT (574152.4005847176 246097.2179559674);7277;2430.617486009908;386.0447398060973;7299.0
68;Krowodrza Górka 2 Pokoje 40M2;Kraków , Krowodrza;2 pokoje;420000.0;40.0;10500.0;https://www.otodom.pl/oferta/krowodrza-gorka-2-pokoje-40m2-ID44wAd.html#51e2ab8c8f;2020-02-04 08:23:46.673462;Góra;Kraków, Kraków , Krowodrza, Góra;"Pizzeria ""Góra Olimp"", Karola Szymanowskiego, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-047, Polska";(50.0666506, 19.9227287, 0.0);50.0666506;19.9227287;0.0;POINT (566017.4812262914 244784.4240706321);1258;1380.98093588835;380.57707065749725;10500.0
69;Apartament 3 pokoje - Bohaterów Września!;Kraków , Mistrzejowice;3 pokoje;640000.0;69.0;9275.0;https://www.otodom.pl/oferta/apartament-3-pokoje-bohaterow-wrzesnia-ID44wA2.html#51e2ab8c8f;2020-02-04 08:23:46.674460;Września;Kraków, Kraków , Mistrzejowice, Września;Osiedle Bohaterów Września, Mistrzejowice, Kraków, województwo małopolskie, Polska;(50.098315549999995, 20.009929066016507, 0.0);50.09831555;20.009929066016507;0.0;POINT (572208.6182958593 248384.6652104203);6600;4465.347406259352;226.6957253220107;9275.0
70;Mieszkanie, 54 m², Kraków;Kraków , Stare Miasto;2 pokoje;650000.0;54.0;12037.0;https://www.otodom.pl/oferta/mieszkanie-54-m-krakow-ID44wzs.html#51e2ab8c8f;2020-02-04 08:23:46.674460;"""Kraków""";"Kraków, Kraków , Stare Miasto, ""Kraków""";Kraków, województwo małopolskie, Polska;(50.0619474, 19.9368564, 0.0);50.0619474;19.9368564;0.0;POINT (567034.7997178583 244274.2426178176);133;872.2474472817381;319.62554019029886;12037.0
71;Prokocim - 1pok. - JASNA KUCHNIA - blisko MPK;Kraków , Bieżanów-Prokocim, Prokocim;1 pokój;175000.0;20.0;8750.0;https://www.otodom.pl/oferta/prokocim-1pok-jasna-kuchnia-blisko-mpk-ID44wyS.html#51e2ab8c8f;2020-02-04 08:23:46.674460;Prokocimia;Kraków, Kraków , Bieżanów-Prokocim, Prokocim, Prokocimia;Kraków Bieżanów, Stacyjna, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-851, Polska;(50.0216944, 20.0292567, 0.0);50.0216944;20.0292567;0.0;POINT (573707.8040077245 239887.1503805425);7847;2752.061209853128;792.7099252041693;8750.0
72;Mieszkanie, 61,20 m², Kraków;Kraków , Podgórze;3 pokoje;440640.0;61.2;7200.0;https://www.otodom.pl/oferta/mieszkanie-61-20-m-krakow-ID44wyJ.html#51e2ab8c8f;2020-02-04 08:23:46.674460;"""Kraków""";"Kraków, Kraków , Podgórze, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.03453270000001;19.9754459;0.0;POINT (569835.7166101226 241262.4502461329);3976;1929.7407419693795;161.26094241877416;7200.0
73;Apartamenty Działkowa B1 z pięknym tarasem pow.45m;Kraków , Bieżanów-Prokocim;3 pokoje;442818.0;60.66;7300.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-b1-z-pieknym-tarasem-pow-45m-ID41a4m.html#51e2ab8c8f;2020-02-04 08:23:46.674460;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.02209620000001;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675;7300.0
74;Apartamenty Działkowa B6-do odbioru VI 2020;Kraków , Bieżanów-Prokocim;3 pokoje;416208.0;60.32;6900.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-b6-do-odbioru-vi-2020-ID41a4r.html#51e2ab8c8f;2020-02-04 08:23:46.675750;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.02209620000001;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675;6900.0
75;Apartamenty Działkowa C1 z dużym tarasem;Kraków , Bieżanów-Prokocim;3 pokoje;412158.0;56.46;7300.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-c1-z-duzym-tarasem-ID41a4L.html#51e2ab8c8f;2020-02-04 08:23:46.675750;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.02209620000001;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675;7300.0
76;Apartamenty Działkowa C3 z dużym tarasem;Kraków , Bieżanów-Prokocim;2 pokoje;369526.0;50.62;7300.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-c3-z-duzym-tarasem-ID41a4R.html#a4ecda7d5f;2020-02-04 08:23:47.480615;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.02209620000001;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675;7300.0
77;Apartamenty Działkowa C6-do odbioru VI 2020;Kraków , Bieżanów-Prokocim;3 pokoje;404064.0;56.12;7200.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-c6-do-odbioru-vi-2020-ID41a4U.html#a4ecda7d5f;2020-02-04 08:23:47.480759;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.02209620000001;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675;7200.0
78;Apartamenty Działkowa C7-do odbioru VI 2020;Kraków , Bieżanów-Prokocim;3 pokoje;392805.0;54.18;7250.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-c7-do-odbioru-vi-2020-ID41a4W.html#a4ecda7d5f;2020-02-04 08:23:47.480759;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.02209620000001;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675;7250.0
79;Apartamenty Działkowa C9-do odbioru zVI 2020;Kraków , Bieżanów-Prokocim;3 pokoje;392805.0;54.18;7250.0;https://www.otodom.pl/oferta/apartamenty-dzialkowa-c9-do-odbioru-zvi-2020-ID41a50.html#a4ecda7d5f;2020-02-04 08:23:47.480759;Działkowa;Kraków, Kraków , Bieżanów-Prokocim, Działkowa;Działkowa, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-854, Polska;(50.0220962, 20.0174934, 0.0);50.02209620000001;20.0174934;0.0;POINT (572864.8105122502 239920.2790303715);7137;2500.860434551267;678.1003220770675;7250.0
80;4 Pokoje na sprzedaż przy ul. Słomczyńskiego;Kraków , Prądnik Biały;4 pokoje;515000.0;84.0;6131.0;https://www.otodom.pl/oferta/4-pokoje-na-sprzedaz-przy-ul-slomczynskiego-ID432rS.html#a4ecda7d5f;2020-02-04 08:23:47.480759;Słomczyńskiego;Kraków, Kraków , Prądnik Biały, Słomczyńskiego;Słomczyńskiego, Kuźnicy Kołłątajowskiej, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska;(50.0984447, 19.958768, 0.0);50.0984447;19.958768;0.0;POINT (568550.5458262258 248350.8057665015);4420;4667.532915739177;2206.657645502467;6131.0
81;Przestronny 2/3pok 64m2 ul. Szlak Angel City;Kraków , Stare Miasto;3 pokoje;850000.0;64.0;13281.0;https://www.otodom.pl/oferta/przestronny-2-3pok-64m2-ul-szlak-angel-city-ID43T95.html#a4ecda7d5f;2020-02-04 08:23:47.480759;Szlak;Kraków, Kraków , Stare Miasto, Szlak;Szlak, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-154, Polska;(50.070494, 19.9448148, 0.0);50.070494;19.944814800000003;0.0;POINT (567592.224705824 245231.3658893527);1162;1976.3820055878734;27.4317583958226;13281.0
82;Kazimierz, 2 pok, wysoki standard !;Kraków , Stare Miasto, Kazimierz;2 pokoje;599000.0;40.0;14975.0;https://www.otodom.pl/oferta/kazimierz-2-pok-wysoki-standard-ID44iRo.html#a4ecda7d5f;2020-02-04 08:23:47.480759;Kazimierza;Kraków, Kraków , Stare Miasto, Kazimierz, Kazimierza;Apartamenty Sekret Kazimierza, 34, Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0512307, 19.9469375, 0.0);50.05123070000001;19.9469375;0.0;POINT (567771.2149040747 243092.1779909041);1260;395.9164345055303;147.8382120340047;14975.0
83;ok. Bonerowska, 92 m2, 2 apartamenty z klimatem.;Kraków , Stare Miasto;4 pokoje;999000.0;92.0;10859.0;https://www.otodom.pl/oferta/ok-bonerowska-92-m2-2-apartamenty-z-klimatem-ID43il7.html#a4ecda7d5f;2020-02-04 08:23:47.480759;Bonerowska;Kraków, Kraków , Stare Miasto, Bonerowska;Bonerowska, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-030, Polska;(50.059063, 19.9457319, 0.0);50.059063;19.9457319;0.0;POINT (567673.915290587 243961.6425882401);592;1083.497039911771;197.06525110784628;10859.0
84;STARE MIASTO/ok. Sołtyka / 3 pokoje;Kraków , Stare Miasto;3 pokoje;770000.0;77.0;10000.0;https://www.otodom.pl/oferta/stare-miasto-ok-soltyka-3-pokoje-ID431BH.html#a4ecda7d5f;2020-02-04 08:23:47.481756;Sołtyka;Kraków, Kraków , Stare Miasto, Sołtyka;Generała Romana Sołtyka, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31-529, Polska;(50.060111, 19.9495917, 0.0);50.060111;19.9495917;0.0;POINT (567948.6269953244 244081.6302222349);833;1048.3689941404957;168.1570396166349;10000.0
